,Sym,Value ($000)
2018-12-01,HSY,0.0
2018-12-01,AMT,0.0
2018-12-01,MDLZ,0.0
2018-12-01,GRPN,0.0
2018-12-01,AMGN,0.0
2018-12-01,LHX,0.0
2018-12-01,LKQ,0.0
2018-12-01,MSGN,0.0
2018-12-01,CNP,0.0
2018-12-01,LLL,0.0
2018-12-01,VAL,0.0
2018-12-01,RE,0.0
2018-12-01,GWR,0.0
2018-12-01,AOL,0.0
2018-12-01,FICO,0.0
2018-12-01,COLM,0.0
2018-12-01,NUAN,0.0
2018-12-01,ALK,0.0
2018-12-01,CIT,0.0
2018-12-01,FNF,0.0
2018-12-01,MDP,0.0
2018-12-01,DNY,0.0
2018-12-01,APH,0.0
2018-12-01,CYT,0.0
2018-12-01,WLK,0.0
2018-12-01,NWL,0.0
2018-12-01,PCH,0.0
2018-12-01,CLB,0.0
2018-12-01,MLM,0.0
2018-12-01,SPNX,0.0
2018-12-01,BMS,0.0
2018-12-01,OII,0.0
2018-12-01,TW,0.0
2018-12-01,SM,0.0
2018-12-01,FCS,0.0
2018-12-01,FLT,0.0
2018-12-01,DNB,0.0
2018-12-01,OAS,0.0
2018-12-01,ISIL,0.0
2018-12-01,CY,0.0
2018-12-01,BRCD,0.0
2018-12-01,DIS,0.0
2018-12-01,SBUX,0.0
2018-12-01,MCD,0.0
2018-12-01,MRK,0.0
2018-12-01,UTHR,0.0
2018-12-01,YUM,0.0
2018-12-01,DHI,0.0
2018-12-01,TXT,0.0
2018-12-01,STJ,0.0
2018-12-01,D,0.0
2018-12-01,TFCFA,0.0
2018-12-01,FL,0.0
2018-12-01,KDP,0.0
2018-12-01,FE,0.0
2018-12-01,UPS,0.0
2018-12-01,LVLT,0.0
2018-12-01,DISCA,0.0
2018-12-01,EXC,0.0
2018-12-01,EW,0.0
2018-12-01,TEVA,0.0
2018-12-01,DE,0.0
2018-12-01,CPB,0.0
2018-12-01,MSGS,0.0
2018-12-01,MD,0.0
2018-12-01,MJN,0.0
2018-12-01,PFG,0.0
2018-12-01,ENDP,0.0
2018-12-01,LULU,0.0
2018-12-01,LEN,0.0
2018-12-01,TJX,0.0
2018-12-01,JCPNQ,0.0
2018-12-01,PX,0.0
2018-12-01,RIG,0.0
2018-12-01,NFX,0.0
2018-12-01,SWK,0.0
2018-12-01,CA,0.0
2018-12-01,CBRE,0.0
2018-12-01,AIZ,0.0
2018-12-01,SCG,0.0
2018-12-01,USB,0.0
2018-12-01,SEE,0.0
2018-12-01,BPYU,0.0
2018-12-01,VMC,0.0
2018-12-01,LEA,0.0
2018-12-01,L,0.0
2018-12-01,RGA,0.0
2018-12-01,APD,0.0
2018-12-01,CCK,0.0
2018-12-01,CME,0.0
2018-12-01,JPM,0.0
2018-12-01,TPR,0.0
2018-12-01,EWT,0.0
2018-12-01,KMB,0.0
2018-12-01,PG,0.0
2018-12-01,CMCSA,0.0
2018-12-01,V,0.0
2018-12-01,RJF,0.0
2018-12-01,CVLT,0.0
2018-12-01,ECL,0.0
2018-12-01,LPNT,0.0
2018-12-01,GXP,0.0
2018-12-01,VVC,0.0
2018-12-01,TSLA,0.0
2018-12-01,EXPD,0.0
2018-12-01,NOW,0.0
2018-12-01,BCO,0.0
2018-12-01,ERIE,0.0
2018-12-01,CLGX,0.0
2018-12-01,FAF,0.0
2018-12-01,AGO,0.0
2018-12-01,KMPR,0.0
2018-12-01,MCY,0.0
2018-12-01,WRB,0.0
2018-12-01,CNA,0.0
2018-12-01,THG,0.0
2018-12-01,ORI,0.0
2018-12-01,PRA,0.0
2018-12-01,TMUS,0.0
2018-12-01,RNR,0.0
2018-12-01,AXS,0.0
2018-12-01,AMTD,0.0
2018-12-01,EWW,0.0
2018-12-01,HOUS,0.0
2018-12-01,VFC,0.0
2018-12-01,GIB-A.TO,0.0
2018-12-01,VRTX,0.0
2018-12-01,EXPE,0.0
2018-12-01,HOG,0.0
2018-12-01,CVI,0.0
2018-12-01,JBGS,0.0
2018-12-01,NVT,0.0
2018-12-01,WH,0.0
2018-12-01,LOGM,0.0
2018-12-01,INDA,0.0
2018-12-01,TRN,0.0
2018-12-01,WP,0.0
2018-12-01,NYT,0.0
2018-12-01,QEP,0.0
2018-12-01,PTC,0.0
2018-12-01,DPZ,0.0
2018-12-01,LNG,0.0
2018-12-01,GDS,0.0
2018-12-01,JACK,0.0
2018-12-01,MCHI,0.0
2018-12-01,FXI,0.0
2018-12-01,TRP.TO,0.0
2018-12-01,0A2S.IL,0.0
2018-12-01,APTV,0.0
2018-12-01,ODFL,0.0
2018-12-01,GPC,0.0
2018-12-01,UBER,0.0
2018-12-01,DG,0.0
2018-12-01,DD,0.0
2018-12-01,HCA,0.0
2018-12-01,KHC,0.0
2018-12-01,ZTO,0.0
2018-12-01,AOS,0.0
2018-12-01,UHAL,0.0
2018-12-01,KNX,0.0
2018-12-01,EQR,0.0
2018-12-01,INFO,0.0
2018-12-01,UAA,0.0
2018-12-01,AXTA,0.0
2018-12-01,0XWG.IL,0.0
2018-12-01,SRE,0.0
2018-12-01,GM,0.0
2018-12-01,DLTR,0.0
2018-12-01,WDAY,0.0
2018-12-01,0A2Z.IL,0.0
2018-12-01,CRI,0.0
2018-12-01,MKL,0.0
2018-12-01,WUBA,0.0
2018-12-01,PEAK,0.0
2018-12-01,POOL,0.0
2018-12-01,ZBH,0.0
2018-12-01,ACGL,0.0
2018-12-01,CDW,0.0
2018-12-01,TPX,0.0
2018-12-01,OMC,0.0
2018-12-01,WB,0.0
2018-12-01,LYFT,0.0
2018-12-01,HLT,0.0
2018-12-01,LW,0.0
2018-12-01,FAST,0.0
2018-12-01,SNAP,0.0
2018-12-01,DOX,0.0
2018-12-01,AGR,0.0
2018-12-01,LDOS,0.0
2018-12-01,KBH,0.0
2018-12-01,ANET,0.0
2018-12-01,EVRG,0.0
2018-12-01,MDC,0.0
2018-12-01,R,0.0
2018-12-01,SSW,0.0
2018-12-01,VC,0.0
2018-12-01,NSC,0.0
2018-12-01,NI,0.0
2018-12-01,HCM,0.0
2018-12-01,ADSK,0.0
2018-12-01,FTV,0.0
2018-12-01,BZUN,0.0
2018-12-01,PPC,0.0
2018-12-01,NOAH,0.0
2018-12-01,LANC,0.0
2018-12-01,CW,0.0
2018-12-01,HTZGQ,0.0
2018-12-01,OVV.TO,0.0
2018-12-01,USFD,0.0
2018-12-01,CTB,0.0
2018-12-01,FANG,0.0
2018-12-01,ADNT,0.0
2018-12-01,ZNGA,0.0
2018-12-01,SSRM.TO,0.0
2018-12-01,COTY,0.0
2018-12-01,ODP,0.0
2018-12-01,CCO,0.0
2018-12-01,BEKE,0.0
2018-12-01,VEEV,0.0
2018-12-01,TT,0.0
2018-12-01,LU,0.0
2018-12-01,BILI,0.0
2018-12-01,49BA.SG,0.0
2018-12-01,XPEV,0.0
2018-12-01,SAM,0.0
2018-12-01,AON,0.0
2018-12-01,DAR,0.0
2018-12-01,CHGG,0.0
2018-12-01,BK,0.0
2018-12-01,WST,0.0
2018-12-01,CARR,0.0
2018-12-01,DXCM,0.0
2018-12-01,ZLAB,0.0
2018-12-01,ARMK,0.0
2018-12-01,BFAM,0.0
2018-12-01,CASY,0.0
2018-12-01,STE,0.0
2018-12-01,GH,0.0
2018-12-01,ABMD,0.0
2018-12-01,BYND,0.0
2018-12-01,TXRH,0.0
2018-12-01,FRC,0.0
2018-12-01,TFX,0.0
2018-12-01,MASI,0.0
2018-12-01,FRPT,0.0
2018-12-01,SIVB,0.0
2018-12-01,OLLI,0.0
2018-12-01,HELE,0.0
2018-12-01,LOPE,0.0
2018-12-01,MKTX,0.0
2018-12-01,PFGC,0.0
2018-12-01,PEN,0.0
2018-12-01,HLF,0.0
2018-12-01,CFG,0.0
2018-12-01,LI,0.0
2018-12-01,AMED,0.0
2018-12-01,EQH,0.0
2018-12-01,FIZZ,0.0
2018-12-01,CVNA,0.0
2018-12-01,LPLA,0.0
2018-12-01,TREX,0.0
2018-12-01,CHE,0.0
2018-12-01,FHN,0.0
2018-12-01,DY8A.F,0.0
2018-12-01,CBSH,0.0
2018-12-01,VOYA,0.0
2018-12-01,WEED.TO,0.0
2018-12-01,QDEL,0.0
2018-12-01,TFSL,0.0
2018-12-01,FOXA,0.0
2018-12-01,HUYA,0.0
2018-12-01,SNV,0.0
2018-12-01,INOV,0.0
2018-12-01,VRM,0.0
2018-12-01,TDOC,0.0
2018-12-01,BOKF,0.0
2018-12-01,BPOP,0.0
2018-12-01,VLY,0.0
2018-12-01,SHOP,0.0
2018-12-01,OZK,0.0
2018-12-01,SIRI,0.0
2018-12-01,STN.TO,0.0
2018-12-01,PACW,0.0
2018-12-01,CRON.TO,0.0
2018-12-01,KMI,0.0
2018-12-01,BOH,0.0
2018-12-01,WFG.TO,0.0
2018-12-01,217A.SG,0.0
2018-12-01,ASB,0.0
2018-12-01,SUI,0.0
2018-12-01,PANW,0.0
2018-12-01,WAFD,0.0
2018-12-01,INVH,0.0
2018-12-01,ELS,0.0
2018-12-01,MAA,0.0
2018-12-01,BERY,0.0
2018-12-01,TFII.TO,0.0
2018-12-01,CAE.TO,0.0
2018-12-01,CFFN,0.0
2018-12-01,INSP,0.0
2018-12-01,WPC,0.0
2018-12-01,RNG,0.0
2018-12-01,BKR,0.0
2018-12-01,AYX,0.0
2018-12-01,VTRS,0.0
2018-12-01,SHAK,0.0
2018-12-01,CBOE,0.0
2018-12-01,OMCL,0.0
2018-12-01,BBY,0.0
2018-12-01,ALSN,0.0
2018-12-01,DOO.TO,0.0
2018-12-01,RBA,0.0
2018-12-01,HII,0.0
2018-12-01,EQX.TO,0.0
2018-12-01,PAYC,0.0
2018-12-01,CSGP,0.0
2018-12-01,HAIN,0.0
2018-12-01,CACC,0.0
2018-12-01,VER,0.0
2018-12-01,OHI,0.0
2018-12-01,CRWD,0.0
2018-12-01,CIGI.TO,0.0
2018-12-01,CDAY,0.0
2018-12-01,PYPL,0.0
2018-12-01,SRPT,0.0
2018-12-01,HTA,0.0
2018-12-01,WWE,0.0
2018-12-01,DECK,0.0
2018-12-01,EHC,0.0
2018-12-01,HHC,0.0
2018-12-01,MX.TO,0.0
2018-12-01,VET.TO,0.0
2018-12-01,SRC,0.0
2018-12-01,FCN,0.0
2018-12-01,MA,0.0
2018-12-01,NKTR,0.0
2018-12-01,NEPT.TO,0.0
2018-12-01,SEB,0.0
2018-12-01,PRMW.TO,0.0
2018-12-01,CELH,0.0
2018-12-01,ERF.TO,0.0
2018-12-01,CIM,0.0
2018-12-01,TA.TO,0.0
2018-12-01,NG.TO,0.0
2018-12-01,BEST,0.0
2018-12-01,MBB,0.0
2018-12-01,ABNB,0.0
2018-12-01,BZ,0.0
2018-12-01,PODD,0.0
2018-12-01,A,0.0
2018-12-01,CTVA,0.0
2018-12-01,DIDI,0.0
2018-12-01,LEGN,0.0
2018-12-01,HPQ,0.0
2018-12-01,KEYS,0.0
2018-12-01,AMD,0.0
2018-12-01,NET,0.0
2018-12-01,ZS,0.0
2018-12-01,ZBRA,0.0
2018-12-01,IBKR,0.0
2018-12-01,ABBV,0.0
2018-12-01,AVGO,0.0
2018-12-01,DOCS,0.0
2018-12-01,AMH,0.0
2018-12-01,HPE,0.0
2018-12-01,NVST,0.0
2018-12-01,NVCR,0.0
2018-12-01,TNDM,0.0
2018-12-01,UI,0.0
2018-12-01,SAFM,0.0
2018-12-01,SWAV,0.0
2018-12-01,SFM,0.0
2018-12-01,XYL,0.0
2018-12-01,PZZA,0.0
2018-12-01,SI,0.0
2018-12-01,GMED,0.0
2018-12-01,DADA,0.0
2018-12-01,SMPL,0.0
2018-12-01,MRNA,0.0
2018-12-01,SPB,0.0
2018-12-01,U,0.0
2018-12-01,TWNK,0.0
2018-12-01,LSI,0.0
2018-12-01,OLED,0.0
2018-12-01,AMN,0.0
2018-12-01,CBRL,0.0
2018-12-01,CGNX,0.0
2018-12-01,LHCG,0.0
2018-12-01,EVH,0.0
2018-12-01,ICUI,0.0
2018-12-01,MMSI,0.0
2018-12-01,PLTR,0.0
2018-12-01,QFIN,0.0
2018-12-01,WDFC,0.0
2018-12-01,AGL,0.0
2018-12-01,ENSG,0.0
2018-12-01,GRMN,0.0
2018-12-01,IART,0.0
2018-12-01,Z,0.0
2018-12-01,IRTC,0.0
2018-12-01,CERT,0.0
2018-12-01,NUS,0.0
2018-12-01,GHC,0.0
2018-12-01,ACHC,0.0
2018-12-01,COUR,0.0
2018-12-01,PINC,0.0
2018-12-01,ACI,0.0
2018-12-01,FSLR,0.0
2018-12-01,EPC,0.0
2018-12-01,COKE,0.0
2018-12-01,CALM,0.0
2018-12-01,CENTA,0.0
2018-12-01,IR,0.0
2018-12-01,TER,0.0
2018-12-01,STAA,0.0
2018-12-01,DT,0.0
2018-12-01,HUBS,0.0
2018-12-01,LNTH,0.0
2018-12-01,MED,0.0
2018-12-01,LEVI,0.0
2018-12-01,RELX,0.0
2018-12-01,PSMT,0.0
2018-12-01,DELL,0.0
2018-12-01,XPO,0.0
2018-12-01,AZN,0.0
2018-12-01,SDGR,0.0
2018-12-01,GKOS,0.0
2018-12-01,THS,0.0
2018-12-01,NARI,0.0
2018-12-01,MPWR,0.0
2018-12-01,NEOG,0.0
2018-12-01,OSH,0.0
2018-12-01,GDRX,0.0
2018-12-01,HAE,0.0
2018-12-01,JJSF,0.0
2018-12-01,IRBT,0.0
2018-12-01,RUN,0.0
2018-12-01,REYN,0.0
2018-12-01,IPAR,0.0
2018-12-01,CD,0.0
2018-12-01,SKIN,0.0
2018-12-01,GSK,0.0
2018-12-01,ATRC,0.0
2018-12-01,NUVA,0.0
2018-12-01,SNN,0.0
2018-12-01,STRA,0.0
2018-12-01,ENTG,0.0
2018-12-01,BR,0.0
2018-12-01,SKX,0.0
2018-12-01,INCY,0.0
2018-12-01,LRN,0.0
2018-12-01,QRVO,0.0
2018-12-01,SNOW,0.0
2018-12-01,ITGR,0.0
2018-12-01,OKE,0.0
2018-12-01,IPGP,0.0
2018-12-01,WOLF,0.0
2018-12-01,NVRO,0.0
2018-12-01,PHR,0.0
2018-12-01,ELF,0.0
2018-12-01,OLPX,0.0
2018-12-01,WMK,0.0
2018-12-01,IQV,0.0
2018-12-01,BSY,0.0
2018-12-01,IMKTA,0.0
2018-12-01,AXNX,0.0
2018-12-01,GEN,0.0
2018-12-01,HCAT,0.0
2018-12-01,MGPI,0.0
2018-12-01,GWRE,0.0
2018-12-01,API,0.0
2018-12-01,LBRDA,0.0
2018-12-01,NXGN,0.0
2018-12-01,OM,0.0
2018-12-01,CWEN,0.0
2018-12-01,MIDD,0.0
2018-12-01,DUOL,0.0
2018-12-01,PNR,0.0
2018-12-01,FIGS,0.0
2018-12-01,KC,0.0
2018-12-01,SEDG,0.0
2018-12-01,TWOU,0.0
2018-12-01,MSA,0.0
2018-12-01,ONEM,0.0
2018-12-01,BRBR,0.0
2018-12-01,USNA,0.0
2018-12-01,CYRX,0.0
2018-12-01,NVTA,0.0
2018-12-01,MODV,0.0
2018-12-01,RH,0.0
2018-12-01,CWT,0.0
2018-12-01,CRVL,0.0
2018-12-01,AVNS,0.0
2018-12-01,QGEN,0.0
2018-12-01,FND,0.0
2018-12-01,SLP,0.0
2018-12-01,REGI,0.0
2018-12-01,TTWO,0.0
2018-12-01,DASH,0.0
2018-12-01,ARES,0.0
2018-12-01,ADUS,0.0
2018-12-01,AMWL,0.0
2018-12-01,AMEH,0.0
2018-12-01,CUBE,0.0
2018-12-01,HSKA,0.0
2018-12-01,CTLT,0.0
2018-12-01,TDG,0.0
2018-12-01,RUTH,0.0
2018-12-01,SILK,0.0
2018-12-01,TTD,0.0
2018-12-01,MLAB,0.0
2018-12-01,USPH,0.0
2018-12-01,LAD,0.0
2018-12-01,FLGT,0.0
2018-12-01,CMC,0.0
2018-12-01,LAZR,0.0
2018-12-01,PRVA,0.0
2018-12-01,CAR,0.0
2018-12-01,BJRI,0.0
2018-12-01,ITRI,0.0
2018-12-01,EPAM,0.0
2018-12-01,CSTM,0.0
2018-12-01,OPRX,0.0
2018-12-01,VIVO,0.0
2018-12-01,CVGW,0.0
2018-12-01,CNC,0.0
2018-12-01,MDB,0.0
2018-12-01,RPRX,0.0
2018-12-01,CNS,0.0
2018-12-01,LYV,0.0
2018-12-01,AHCO,0.0
2018-12-01,SPWR,0.0
2018-12-01,NFLX,0.0
2018-12-01,STOR,0.0
2018-12-01,BNR,0.0
2018-12-01,SPTN,0.0
2018-12-01,CSTL,0.0
2018-12-01,ATRI,0.0
2018-12-01,TIGO,0.0
2018-12-01,ACCD,0.0
2018-12-01,SII.TO,0.0
2018-12-01,CERS,0.0
2018-12-01,LMAT,0.0
2018-12-01,NTUS,0.0
2018-12-01,CSII,0.0
2018-12-01,BLFS,0.0
2018-12-01,NHC,0.0
2018-12-01,HZNP,0.0
2018-12-01,ZI,0.0
2018-12-01,TDY,0.0
2018-12-01,TIGR,0.0
2018-12-01,ANGO,0.0
2018-12-01,AVTR,0.0
2018-12-01,OCFT,0.0
2018-12-01,HEI,0.0
2018-12-01,AA,0.0
2018-12-01,WMG,0.0
2018-12-01,CC,0.0
2018-12-01,MOH,0.0
2018-12-01,TRU,0.0
2018-12-01,KIDS,0.0
2018-12-01,CCRN,0.0
2018-12-01,NRC,0.0
2018-12-01,TYL,0.0
2018-12-01,LUNG,0.0
2018-12-01,SIBN,0.0
2018-12-01,VIRT,0.0
2018-12-01,VRAY,0.0
2018-12-01,WAL,0.0
2018-12-01,ROKU,0.0
2018-12-01,WT,0.0
2018-12-01,HWM,0.0
2018-12-01,PINS,0.0
2018-12-01,MAC,0.0
2018-12-01,CHWY,0.0
2018-12-01,LAC.TO,0.0
2018-12-01,ETSY,0.0
2018-12-01,RYN,0.0
2018-12-01,CLS.TO,0.0
2018-12-01,JNK,0.0
2018-12-01,GDDY,0.0
2018-12-01,ALKS,0.0
2018-12-01,JYNT,0.0
2018-12-01,ZIMV,0.0
2018-12-01,HSC,0.0
2018-12-01,EXAS,0.0
2018-12-01,AGNC,0.0
2018-12-01,BURL,0.0
2018-12-01,AMC,0.0
2018-12-01,CG.TO,0.0
2018-12-01,HAS,0.0
2018-12-01,GLPI,0.0
2018-12-01,MTN,0.0
2018-12-01,BKD,0.0
2018-12-01,BAH,0.0
2018-12-01,CNO,0.0
2018-12-01,CMP,0.0
2018-12-01,HE,0.0
2018-12-01,RGEN,0.0
2018-12-01,POST,0.0
2018-12-01,OCDX,0.0
2018-12-01,BLDR,0.0
2018-12-01,WTS,0.0
2018-12-01,HBM.TO,0.0
2018-12-01,FIVE,0.0
2018-12-01,TCMD,0.0
2018-12-01,ZTS,0.0
2018-12-01,CABO,0.0
2018-12-01,PTON,0.0
2018-12-01,AXON,0.0
2018-12-01,NBIX,0.0
2018-12-01,TXG,0.0
2018-12-01,DBX,0.0
2018-12-01,DLB,0.0
2018-12-01,SR,0.0
2018-12-01,WEX,0.0
2018-12-01,QS,0.0
2018-12-01,TTEC,0.0
2018-12-01,FDP,0.0
2018-12-01,MAT,0.0
2018-12-01,EEFT,0.0
2018-12-01,ALE,0.0
2018-12-01,TSP,0.0
2018-12-01,USM,0.0
2018-12-01,AVA,0.0
2018-12-01,CDXS,0.0
2018-12-01,EXEL,0.0
2018-12-01,ITT,0.0
2018-12-01,PDM,0.0
2018-12-01,NTLA,0.0
2018-12-01,PII,0.0
2018-12-01,BC,0.0
2018-12-01,SQ,0.0
2018-12-01,SLAB,0.0
2018-12-01,NTNX,0.0
2018-12-01,SPR,0.0
2018-12-01,NCR,0.0
2018-12-01,NVAX,0.0
2018-12-01,TDC,0.0
2018-12-01,RHP,0.0
2018-12-01,NKE,0.0
2018-12-01,IONS,0.0
2018-12-01,WEN,0.0
2018-12-01,SXT,0.0
2018-12-01,UVV,0.0
2018-12-01,TWLO,0.0
2018-12-01,SIX,0.0
2018-12-01,DNLI,0.0
2018-12-01,NTRA,0.0
2018-12-01,ACAD,0.0
2018-12-01,SIL.TO,0.0
2018-12-01,ANGI,0.0
2018-12-01,DENN,0.0
2018-12-01,SPCE,0.0
2018-12-01,LGO.TO,0.0
2018-12-01,BLDP.TO,0.0
2018-12-01,SKLZ,0.0
2018-12-01,HWP,0.0
2018-12-01,AXLL,0.0
2018-12-01,CVC,0.0
2018-12-01,TIBX,0.0
2018-12-01,WOOF,0.0
2018-12-01,BGC,0.0
2018-12-01,ADT,0.0
2018-12-01,ATG,0.0
2018-12-01,AVT,0.0
2018-12-01,DDS,0.0
2018-12-01,COL,0.0
2018-12-01,CHTR,0.0
2018-12-01,GNW,0.0
2018-12-01,TIME,0.0
2018-12-01,UFS,0.0
2018-12-01,CBLAQ,0.0
2018-12-01,SON,0.0
2018-12-01,AIV,0.0
2018-12-01,VSM,0.0
2018-12-01,REZI,0.0
2018-12-01,MANH,0.0
2018-12-01,ACM,0.0
2018-12-01,HDS,0.0
2018-12-01,CDK,0.0
2018-12-01,NAV,0.0
2018-12-01,FEYE,0.0
2018-12-01,AMKR,0.0
2018-12-01,TGNA,0.0
2018-12-01,WOR,0.0
2018-12-01,VIAV,0.0
2018-12-01,OLN,0.0
2018-12-01,RMBS,0.0
2018-12-01,GEF,0.0
2018-12-01,SCS,0.0
2018-12-01,MLKN,0.0
2018-12-01,WSO,0.0
2018-12-01,CRS,0.0
2018-12-01,SSYS,0.0
2018-12-01,DDD,0.0
2018-12-01,SGFY,0.0
2018-12-01,OTIS,0.0
2018-12-01,VCRA,0.0
2018-12-01,VOD,0.0
2018-12-01,OKTA,0.0
2018-12-01,JBSS,0.0
2018-12-01,EAR,0.0
2018-12-01,PRDO,0.0
2018-12-01,INGN,0.0
2018-12-01,ALNY,0.0
2018-12-01,COUP,0.0
2018-12-01,TMDX,0.0
2018-12-01,OSUR,0.0
2018-12-01,COLD,0.0
2018-12-01,CONE,0.0
2018-12-01,MPW,0.0
2018-12-01,NXPI,0.0
2018-12-01,AER,0.0
2018-12-01,CVA,0.0
2018-12-01,CLH,0.0
2018-12-01,RAMP,0.0
2018-12-01,WBD,0.0
2018-12-01,LBRDK,0.0
2018-12-01,PDCE,0.0
2018-12-01,LPX,0.0
2018-12-01,SLM,0.0
2018-12-01,DXC,0.0
2018-12-01,NXST,0.0
2018-12-01,STX,0.0
2018-12-01,BBWI,0.0
2018-12-01,EVR,0.0
2018-12-01,CROX,0.0
2018-12-01,KOS,0.0
2018-12-01,ZM,0.0
2018-12-01,SANM,0.0
2018-12-01,ATUS,0.0
2018-12-01,LCID,0.0
2018-12-01,SHOO,0.0
2018-12-01,RCM,0.0
2018-12-01,TROX,0.0
2018-12-01,EXP,0.0
2018-12-01,RDFN,0.0
2018-12-01,GPI,0.0
2018-12-01,ENOV,0.0
2018-12-01,MATX,0.0
2018-12-01,WWW,0.0
2018-12-01,BLMN,0.0
2018-12-01,GTN,0.0
2018-12-01,MTH,0.0
2018-12-01,ABG,0.0
2018-12-01,MLI,0.0
2018-12-01,PRGS,0.0
2018-12-01,SPOT,0.0
2018-12-01,BNTX,0.0
2018-12-01,RIVN,0.0
2018-12-01,TRGP,0.0
2018-12-01,DOCU,0.0
2018-12-01,CUTR,0.0
2018-12-01,NSP,0.0
2018-12-01,UFPI,0.0
2018-12-01,DNA,0.0
2018-12-01,COIN,0.0
2018-12-01,IAC,0.0
2018-12-01,LSTR,0.0
2018-12-01,HOOD,0.0
2018-12-01,VST,0.0
2018-12-01,MRVL,0.0
2018-12-01,VICI,0.0
2018-12-01,PEGA,0.0
2018-12-01,MRTX,0.0
2018-12-01,AUR,0.0
2018-12-01,LFST,0.0
2018-12-01,SABR,0.0
2018-12-01,ANF,0.0
2018-12-01,MYL,0.0
2018-12-01,RDC,0.0
2018-12-01,DISCK,0.0
2018-12-01,KRFT,0.0
2018-12-01,CVD,0.0
2018-12-01,FSL,0.0
2018-12-01,OCR,0.0
2018-12-01,AAL,0.0
2018-12-01,PRE,0.0
2018-12-01,EGN,0.0
2018-12-01,QLGC,0.0
2018-12-01,TECD,0.0
2018-12-01,TDS,0.0
2018-12-01,PLCM,0.0
2018-12-01,GHL,0.0
2018-12-01,JHG,0.0
2018-12-01,HXL,0.0
2018-12-01,CLC,0.0
2018-12-01,DOFSQ,0.0
2018-12-01,GNCIQ,0.0
2018-12-01,CSRA,0.0
2018-12-01,LVGO,0.0
2018-12-01,PLAN,0.0
2018-12-01,COHR,0.0
2018-12-01,PCTY,0.0
2018-12-01,COMM,0.0
2018-12-01,W,0.0
2018-12-01,JAZZ,0.0
2018-12-01,AUPH,0.0
2018-12-01,ESTC,0.0
2018-12-01,GOOS.TO,0.0
2018-12-01,NXE.TO,0.0
2018-12-01,DML.TO,0.0
2018-12-01,BJ,0.0
2018-12-01,TSM,0.0
2018-12-01,COOP,0.0
2018-12-01,ADC,0.0
2018-12-01,WERN,0.0
2018-12-01,AR,0.0
2018-12-01,0FUT.IL,0.0
2018-12-01,LITE,0.0
2018-12-01,RUSHA,0.0
2018-12-01,SEAS,0.0
2018-12-01,MTG,0.0
2018-12-01,GSKN.MX,0.0
2018-12-01,NAVI,0.0
2018-12-01,BX,0.0
2018-12-01,GPK,0.0
2018-12-01,EPR,0.0
2018-12-01,MELI,0.0
2018-12-01,HMN,0.0
2018-12-01,CHDN,0.0
2018-12-01,SMTC,0.0
2018-12-01,DK,0.0
2018-12-01,LSXMA,0.0
2018-12-01,FRSH,0.0
2018-12-01,CLVT,0.0
2018-12-01,OPK,0.0
2018-12-01,FRX,0.0
2018-12-01,LO,0.0
2018-12-01,BEAM,0.0
2018-12-01,WLTW,0.0
2018-12-01,TGI,0.0
2018-12-01,ROC,0.0
2018-12-01,TWC,0.0
2018-12-01,TWTC,0.0
2018-12-01,NBR,0.0
2018-12-01,CVG,0.0
2018-12-01,TWX,0.0
2018-12-01,NCLH,0.0
2018-12-01,BWXT,0.0
2018-12-01,JBLU,0.0
2018-12-01,MIC,0.0
2018-12-01,BYD,0.0
2018-12-01,PENN,0.0
2018-12-01,SAVE,0.0
2018-12-01,STAY,0.0
2018-12-01,TIVO,0.0
2018-12-01,KELYA,0.0
2018-12-01,DDOG,0.0
2018-12-01,PARA,0.0
2018-12-01,GNRC,0.0
2018-12-01,ENPH,0.0
2018-12-01,ZG,0.0
2018-12-01,ARNA,0.0
2018-12-01,TLRY,0.0
2018-12-01,OGI.TO,0.0
2019-03-01,VWO,3129429.0
2019-03-01,EEM,3072001.0
2019-03-01,SPY,2250834.0
2019-03-01,IEMG,2124624.0
2019-03-01,IVV,625371.0
2019-03-01,GLD,491453.0
2019-03-01,EWZ,382211.0
2019-03-01,LQD,312217.0
2019-03-01,TLT,282283.0
2019-03-01,HYG,245785.0
2019-03-01,EWY,229657.0
2019-03-01,EMB,203398.0
2019-03-01,EFA,168225.0
2019-03-01,VEA,167060.0
2019-03-01,TIP,158141.0
2019-03-01,IEFA,154463.0
2019-03-01,IAU,143722.0
2019-03-01,BIIB,56821.0
2019-03-01,BMY,47199.0
2019-03-01,BFH,45670.0
2019-03-01,EMN,45530.0
2019-03-01,URI,42857.0
2019-03-01,M,37197.0
2019-03-01,NUE,37084.0
2019-03-01,RY.TO,35834.0
2019-03-01,PVH,34316.0
2019-03-01,CVS,34309.0
2019-03-01,MNST,30034.0
2019-03-01,LYB,29028.0
2019-03-01,MU,28889.0
2019-03-01,AMTD,28737.0
2019-03-01,T,27372.0
2019-03-01,ABC,26510.0
2019-03-01,BBBY,26324.0
2019-03-01,FDX,26186.0
2019-03-01,CAH,25838.0
2019-03-01,EQT,25342.0
2019-03-01,DVA,23240.0
2019-03-01,PSX,22785.0
2019-03-01,BNS.TO,22154.0
2019-03-01,MOS,21649.0
2019-03-01,CNR.TO,21496.0
2019-03-01,JWN,21415.0
2019-03-01,IP,21405.0
2019-03-01,EWW,21271.0
